                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     34,                0.97327,                0.95578,                 1.2763,                0.45249,                0.52559,                0.44262,                0.32723,                    nan,                    nan,                    nan,             0.00076051,             0.00076051,             0.00076051
                     35,                0.94831,                0.95142,                 1.2571,                0.46081,                   0.47,                0.41184,                0.30816,                    nan,                    nan,                    nan,             0.00075602,             0.00075602,             0.00075602
                     36,                0.95375,                0.93773,                 1.2666,                0.39928,                0.53538,                0.42645,                 0.3131,                    nan,                    nan,                    nan,             0.00075152,             0.00075152,             0.00075152
                     37,                0.94764,                0.92871,                  1.255,                0.43354,                0.47875,                0.40455,                0.30559,                    nan,                    nan,                    nan,             0.00074702,             0.00074702,             0.00074702
                     38,                0.91272,                0.92109,                 1.2455,                0.51764,                0.45186,                0.45988,                0.34991,                    nan,                    nan,                    nan,             0.00074252,             0.00074252,             0.00074252
                     39,                0.92855,                0.91397,                 1.2485,                0.50073,                0.52223,                0.47574,                0.34768,                    nan,                    nan,                    nan,             0.00073802,             0.00073802,             0.00073802
                     40,                0.93067,                 0.8678,                 1.2604,                0.38942,                 0.4964,                 0.3783,                0.28239,                    nan,                    nan,                    nan,             0.00073352,             0.00073352,             0.00073352
                     41,                0.93072,                0.88403,                 1.2488,                0.43401,                0.46793,                0.43393,                0.32298,                    nan,                    nan,                    nan,             0.00072902,             0.00072902,             0.00072902
                     42,                0.91296,                0.88236,                 1.2301,                0.44822,                0.47416,                0.42844,                  0.314,                    nan,                    nan,                    nan,             0.00072452,             0.00072452,             0.00072452
                     43,                0.91066,                0.87504,                 1.2292,                 0.3759,                0.50674,                0.39206,                0.28889,                    nan,                    nan,                    nan,             0.00072002,             0.00072002,             0.00072002
                     44,                0.90745,                0.89387,                 1.2267,                0.47644,                0.47341,                 0.4327,                 0.3289,                    nan,                    nan,                    nan,             0.00071552,             0.00071552,             0.00071552
                     45,                0.90936,                0.88136,                 1.2304,                0.42566,                0.50758,                0.42633,                  0.315,                    nan,                    nan,                    nan,             0.00071102,             0.00071102,             0.00071102
                     46,                0.90045,                0.83824,                 1.2347,                0.42737,                0.48288,                0.37687,                0.28592,                    nan,                    nan,                    nan,             0.00070652,             0.00070652,             0.00070652
                     47,                0.90391,                0.84727,                 1.2283,                0.42386,                0.52824,                0.45062,                0.33852,                    nan,                    nan,                    nan,             0.00070202,             0.00070202,             0.00070202
                     48,                0.90059,                0.86955,                 1.2258,                0.57185,                0.46601,                 0.4557,                0.34522,                    nan,                    nan,                    nan,             0.00069752,             0.00069752,             0.00069752
                     49,                0.90617,                0.83939,                 1.2269,                0.50715,                0.45607,                 0.4858,                0.36764,                    nan,                    nan,                    nan,             0.00069302,             0.00069302,             0.00069302
                     50,                0.88903,                0.81436,                 1.2204,                0.47279,                0.56105,                0.49546,                0.38131,                    nan,                    nan,                    nan,             0.00068852,             0.00068852,             0.00068852
                     51,                0.90056,                  0.845,                 1.2208,                 0.4273,                0.44961,                0.39183,                0.30127,                    nan,                    nan,                    nan,             0.00068402,             0.00068402,             0.00068402
                     52,                0.88225,                0.82495,                 1.2181,                0.52992,                0.48442,                0.47858,                0.36437,                    nan,                    nan,                    nan,             0.00067952,             0.00067952,             0.00067952
                     53,                0.87329,                0.80986,                 1.2152,                 0.3894,                0.52746,                0.39172,                0.29097,                    nan,                    nan,                    nan,             0.00067502,             0.00067502,             0.00067502
                     54,                 0.8816,                0.81738,                 1.2032,                0.48876,                0.47885,                0.48924,                0.38207,                    nan,                    nan,                    nan,             0.00067052,             0.00067052,             0.00067052
                     55,                0.86666,                0.80056,                 1.2028,                0.45158,                0.52693,                 0.4291,                0.32599,                    nan,                    nan,                    nan,             0.00066602,             0.00066602,             0.00066602
                     56,                0.86335,                0.80556,                 1.2054,                0.44984,                0.51865,                0.45408,                0.34679,                    nan,                    nan,                    nan,             0.00066152,             0.00066152,             0.00066152
                     57,                0.86887,                0.78366,                 1.1997,                0.50616,                0.48978,                0.45995,                0.34833,                    nan,                    nan,                    nan,             0.00065703,             0.00065703,             0.00065703
                     58,                 0.8677,                0.79381,                 1.1995,                0.46061,                0.54753,                 0.4341,                0.33334,                    nan,                    nan,                    nan,             0.00065253,             0.00065253,             0.00065253
                     59,                0.84778,                  0.798,                 1.1978,                0.46456,                0.47264,                0.40726,                0.30935,                    nan,                    nan,                    nan,             0.00064803,             0.00064803,             0.00064803
                     60,                0.85598,                  0.776,                 1.2026,                0.48317,                0.44395,                 0.4161,                 0.3145,                    nan,                    nan,                    nan,             0.00064353,             0.00064353,             0.00064353
                     61,                0.84948,                0.77563,                 1.1886,                0.40582,                0.47466,                0.39425,                0.30111,                    nan,                    nan,                    nan,             0.00063903,             0.00063903,             0.00063903
                     62,                0.86262,                0.78663,                 1.1904,                0.54644,                0.54921,                0.52232,                0.40449,                    nan,                    nan,                    nan,             0.00063453,             0.00063453,             0.00063453
                     63,                0.83042,                0.74174,                 1.1777,                0.47451,                0.45113,                0.42607,                0.32681,                    nan,                    nan,                    nan,             0.00063003,             0.00063003,             0.00063003
                     64,                0.85814,                0.76526,                 1.1886,                 0.4019,                0.47435,                0.36616,                0.27721,                    nan,                    nan,                    nan,             0.00062553,             0.00062553,             0.00062553
                     65,                0.83105,                0.73292,                  1.175,                0.44344,                0.54817,                0.48286,                0.37928,                    nan,                    nan,                    nan,             0.00062103,             0.00062103,             0.00062103
                     66,                  0.834,                0.75453,                 1.1728,                0.45456,                0.52485,                0.42737,                0.32724,                    nan,                    nan,                    nan,             0.00061653,             0.00061653,             0.00061653
                     67,                0.83191,                0.73934,                  1.189,                 0.3953,                0.52702,                0.39405,                0.29569,                    nan,                    nan,                    nan,             0.00061203,             0.00061203,             0.00061203
                     68,                0.84369,                0.75591,                   1.18,                0.37535,                0.50383,                0.37707,                 0.2831,                    nan,                    nan,                    nan,             0.00060753,             0.00060753,             0.00060753
                     69,                0.81481,                0.72737,                 1.1738,                0.38642,                0.50612,                0.40374,                0.30524,                    nan,                    nan,                    nan,             0.00060303,             0.00060303,             0.00060303
                     70,                0.82395,                0.74062,                 1.1827,                0.43116,                0.51168,                0.41253,                0.32246,                    nan,                    nan,                    nan,             0.00059853,             0.00059853,             0.00059853
                     71,                0.82458,                0.73882,                 1.1743,                0.39356,                0.46539,                0.37151,                0.28821,                    nan,                    nan,                    nan,             0.00059403,             0.00059403,             0.00059403
                     72,                0.82933,                0.73631,                 1.1744,                0.33081,                 0.5536,                0.38477,                 0.2962,                    nan,                    nan,                    nan,             0.00058953,             0.00058953,             0.00058953
                     73,                0.82427,                0.71427,                 1.1728,                0.45924,                0.51623,                0.44707,                0.34988,                    nan,                    nan,                    nan,             0.00058503,             0.00058503,             0.00058503
                     74,                0.81166,                0.70099,                 1.1677,                0.44796,                0.46222,                0.41295,                0.31184,                    nan,                    nan,                    nan,             0.00058053,             0.00058053,             0.00058053
                     75,                0.81319,                0.69603,                 1.1557,                0.45997,                0.51244,                0.45125,                0.35875,                    nan,                    nan,                    nan,             0.00057603,             0.00057603,             0.00057603
                     76,                0.80021,                0.70241,                 1.1535,                0.42566,                0.51033,                0.46329,                0.36401,                    nan,                    nan,                    nan,             0.00057153,             0.00057153,             0.00057153
                     77,                0.80713,                 0.6926,                  1.152,                0.31616,                 0.5505,                 0.3445,                0.27161,                    nan,                    nan,                    nan,             0.00056703,             0.00056703,             0.00056703
                     78,                0.79671,                0.70319,                 1.1483,                0.44274,                0.56462,                0.41357,                0.32259,                    nan,                    nan,                    nan,             0.00056253,             0.00056253,             0.00056253
                     79,                0.80663,                0.71612,                 1.1571,                  0.446,                0.45697,                0.43199,                0.34189,                    nan,                    nan,                    nan,             0.00055804,             0.00055804,             0.00055804
                     80,                0.79291,                0.68466,                 1.1588,                0.38921,                0.52262,                0.40268,                0.31402,                    nan,                    nan,                    nan,             0.00055354,             0.00055354,             0.00055354
                     81,                0.79935,                0.71625,                 1.1581,                0.51245,                0.52745,                0.47116,                0.38125,                    nan,                    nan,                    nan,             0.00054904,             0.00054904,             0.00054904
                     82,                0.78837,                 0.6868,                  1.138,                0.38644,                0.55486,                0.41137,                 0.3265,                    nan,                    nan,                    nan,             0.00054454,             0.00054454,             0.00054454
                     83,                0.78979,                0.68283,                 1.1485,                0.39789,                0.54165,                0.42615,                0.34111,                    nan,                    nan,                    nan,             0.00054004,             0.00054004,             0.00054004
                     84,                0.77875,                0.67061,                 1.1454,                  0.543,                0.52019,                0.44605,                0.34266,                    nan,                    nan,                    nan,             0.00053554,             0.00053554,             0.00053554
                     85,                0.78229,                0.66425,                 1.1464,                0.43723,                0.53877,                0.42194,                0.33734,                    nan,                    nan,                    nan,             0.00053104,             0.00053104,             0.00053104
                     86,                0.78955,                0.65631,                 1.1409,                0.50259,                 0.5062,                 0.4829,                0.37845,                    nan,                    nan,                    nan,             0.00052654,             0.00052654,             0.00052654
                     87,                0.78125,                0.67199,                 1.1427,                0.44249,                0.52683,                0.45005,                0.35037,                    nan,                    nan,                    nan,             0.00052204,             0.00052204,             0.00052204
                     88,                0.79263,                0.66379,                 1.1526,                0.42952,                0.49928,                0.39592,                0.30996,                    nan,                    nan,                    nan,             0.00051754,             0.00051754,             0.00051754
                     89,                0.77867,                0.66447,                 1.1454,                0.46109,                0.49491,                0.42774,                0.34044,                    nan,                    nan,                    nan,             0.00051304,             0.00051304,             0.00051304
                     90,                0.77103,                0.64002,                 1.1473,                0.46506,                0.51888,                0.43452,                0.33773,                    nan,                    nan,                    nan,             0.00050854,             0.00050854,             0.00050854
                     91,                0.77607,                 0.6446,                 1.1469,                0.43335,                0.48261,                0.42923,                0.34374,                    nan,                    nan,                    nan,             0.00050404,             0.00050404,             0.00050404
                     92,                0.78267,                0.65655,                 1.1474,                0.40413,                0.52085,                 0.4313,                0.34321,                    nan,                    nan,                    nan,             0.00049954,             0.00049954,             0.00049954
                     93,                0.77407,                0.65436,                 1.1355,                0.37007,                0.55572,                0.37766,                0.29587,                    nan,                    nan,                    nan,             0.00049504,             0.00049504,             0.00049504
                     94,                0.77094,                0.66799,                 1.1299,                0.42759,                0.48565,                0.42681,                0.33779,                    nan,                    nan,                    nan,             0.00049054,             0.00049054,             0.00049054
                     95,                0.75265,                0.64625,                 1.1258,                0.51375,                0.50681,                0.51236,                 0.4052,                    nan,                    nan,                    nan,             0.00048604,             0.00048604,             0.00048604
                     96,                0.75225,                0.64457,                 1.1249,                0.55836,                0.48994,                0.50724,                0.39899,                    nan,                    nan,                    nan,             0.00048154,             0.00048154,             0.00048154
                     97,                0.76289,                 0.6312,                 1.1232,                0.38351,                0.53604,                 0.4275,                0.33701,                    nan,                    nan,                    nan,             0.00047704,             0.00047704,             0.00047704
                     98,                0.75521,                0.62874,                 1.1265,                0.40523,                0.52747,                0.43604,                 0.3525,                    nan,                    nan,                    nan,             0.00047254,             0.00047254,             0.00047254
                     99,                0.74741,                0.62325,                 1.1222,                0.42943,                 0.5718,                0.47091,                0.37275,                    nan,                    nan,                    nan,             0.00046804,             0.00046804,             0.00046804
                    100,                0.75459,                0.61823,                 1.1203,                0.40438,                0.56844,                0.39951,                 0.3111,                    nan,                    nan,                    nan,             0.00046354,             0.00046354,             0.00046354
                    101,                0.74683,                0.63022,                 1.1325,                 0.4244,                0.51761,                0.40254,                0.31917,                    nan,                    nan,                    nan,             0.00045904,             0.00045904,             0.00045904
                    102,                0.75108,                0.62246,                 1.1287,                0.47563,                0.53337,                0.45388,                0.35738,                    nan,                    nan,                    nan,             0.00045455,             0.00045455,             0.00045455
                    103,                0.73292,                0.61051,                  1.115,                0.46894,                0.51048,                0.44125,                0.34518,                    nan,                    nan,                    nan,             0.00045005,             0.00045005,             0.00045005
                    104,                0.74226,                0.61307,                 1.1188,                0.48383,                0.52247,                0.47559,                0.37473,                    nan,                    nan,                    nan,             0.00044555,             0.00044555,             0.00044555
                    105,                 0.7426,                0.61111,                  1.125,                0.45102,                0.48587,                 0.4496,                0.36168,                    nan,                    nan,                    nan,             0.00044105,             0.00044105,             0.00044105
                    106,                0.74613,                0.63085,                 1.1242,                0.46541,                0.52458,                0.43825,                0.34264,                    nan,                    nan,                    nan,             0.00043655,             0.00043655,             0.00043655
                    107,                0.73216,                0.60625,                 1.1261,                0.44136,                0.47013,                0.44501,                0.34956,                    nan,                    nan,                    nan,             0.00043205,             0.00043205,             0.00043205
                    108,                0.73758,                0.61432,                 1.1164,                0.44495,                0.53439,                0.46075,                 0.3641,                    nan,                    nan,                    nan,             0.00042755,             0.00042755,             0.00042755
                    109,                0.74465,                0.60073,                 1.1211,                0.37429,                0.51685,                0.37484,                0.29579,                    nan,                    nan,                    nan,             0.00042305,             0.00042305,             0.00042305
                    110,                 0.7261,                 0.5936,                 1.1045,                0.52943,                0.52375,                0.48628,                0.39323,                    nan,                    nan,                    nan,             0.00041855,             0.00041855,             0.00041855
                    111,                0.72982,                0.60776,                 1.1129,                0.50205,                0.52485,                0.51006,                0.41599,                    nan,                    nan,                    nan,             0.00041405,             0.00041405,             0.00041405
                    112,                0.71846,                0.59284,                 1.1009,                0.43217,                0.48153,                0.43531,                0.35455,                    nan,                    nan,                    nan,             0.00040955,             0.00040955,             0.00040955
                    113,                0.73049,                 0.5984,                 1.1057,                0.37169,                0.55359,                0.39592,                0.31894,                    nan,                    nan,                    nan,             0.00040505,             0.00040505,             0.00040505
                    114,                0.71831,                0.58555,                 1.0991,                0.37336,                0.51433,                0.39985,                0.32112,                    nan,                    nan,                    nan,             0.00040055,             0.00040055,             0.00040055
                    115,                0.71208,                 0.5896,                 1.0991,                0.39465,                0.52634,                0.43924,                0.35405,                    nan,                    nan,                    nan,             0.00039605,             0.00039605,             0.00039605
                    116,                0.71239,                0.57287,                 1.0998,                0.33439,                0.53749,                0.35758,                0.28442,                    nan,                    nan,                    nan,             0.00039155,             0.00039155,             0.00039155
                    117,                0.71544,                0.58725,                 1.1061,                0.37156,                0.48554,                0.40682,                0.33399,                    nan,                    nan,                    nan,             0.00038705,             0.00038705,             0.00038705
                    118,                0.71156,                0.59282,                 1.0921,                0.42628,                0.49194,                0.43513,                0.35381,                    nan,                    nan,                    nan,             0.00038255,             0.00038255,             0.00038255
                    119,                0.69421,                0.56926,                 1.0854,                0.36672,                0.55329,                0.35349,                0.27762,                    nan,                    nan,                    nan,             0.00037805,             0.00037805,             0.00037805
                    120,                0.70635,                0.57598,                 1.1071,                0.39158,                0.54842,                0.40638,                0.32196,                    nan,                    nan,                    nan,             0.00037355,             0.00037355,             0.00037355
                    121,                0.71721,                 0.5767,                  1.099,                0.40025,                0.52296,                0.41652,                0.33122,                    nan,                    nan,                    nan,             0.00036905,             0.00036905,             0.00036905
                    122,                 0.6919,                0.57633,                 1.0845,                0.45309,                0.51535,                0.42474,                0.33849,                    nan,                    nan,                    nan,             0.00036455,             0.00036455,             0.00036455
                    123,                0.68926,                0.58385,                 1.0903,                0.56598,                0.46795,                 0.5088,                 0.4138,                    nan,                    nan,                    nan,             0.00036005,             0.00036005,             0.00036005
                    124,                0.69428,                0.56372,                 1.0904,                0.34344,                0.56015,                  0.376,                0.29734,                    nan,                    nan,                    nan,             0.00035556,             0.00035556,             0.00035556
                    125,                0.69592,                0.56997,                 1.0917,                0.37297,                0.55774,                0.40216,                0.32287,                    nan,                    nan,                    nan,             0.00035106,             0.00035106,             0.00035106
                    126,                0.69079,                0.54514,                 1.0833,                 0.5184,                0.49873,                0.45075,                0.36118,                    nan,                    nan,                    nan,             0.00034656,             0.00034656,             0.00034656
                    127,                0.68949,                0.57926,                 1.0793,                0.40088,                0.51152,                0.38616,                 0.3088,                    nan,                    nan,                    nan,             0.00034206,             0.00034206,             0.00034206
                    128,                0.69811,                0.55846,                 1.0944,                0.44674,                0.48966,                0.45684,                 0.3782,                    nan,                    nan,                    nan,             0.00033756,             0.00033756,             0.00033756
                    129,                0.69013,                 0.5485,                 1.0885,                0.42669,                0.51921,                0.43003,                0.35298,                    nan,                    nan,                    nan,             0.00033306,             0.00033306,             0.00033306
                    130,                0.68984,                0.55232,                 1.0835,                0.52437,                0.52065,                0.51904,                0.42343,                    nan,                    nan,                    nan,             0.00032856,             0.00032856,             0.00032856
                    131,                0.69022,                0.56428,                 1.0854,                0.43266,                0.49594,                0.46288,                0.37793,                    nan,                    nan,                    nan,             0.00032406,             0.00032406,             0.00032406
                    132,                0.68076,                0.55257,                 1.0812,                 0.4703,                0.50191,                0.47979,                0.39402,                    nan,                    nan,                    nan,             0.00031956,             0.00031956,             0.00031956
                    133,                0.67861,                0.55014,                 1.0768,                0.51513,                0.49264,                0.50425,                0.41239,                    nan,                    nan,                    nan,             0.00031506,             0.00031506,             0.00031506
                    134,                0.68443,                0.56337,                 1.0791,                0.38553,                0.53346,                0.44164,                0.36345,                    nan,                    nan,                    nan,             0.00031056,             0.00031056,             0.00031056
                    135,                0.66997,                0.54566,                 1.0758,                 0.4561,                0.49603,                0.45334,                0.36797,                    nan,                    nan,                    nan,             0.00030606,             0.00030606,             0.00030606
                    136,                0.67082,                0.54245,                 1.0734,                0.46141,                0.48411,                 0.4612,                0.37684,                    nan,                    nan,                    nan,             0.00030156,             0.00030156,             0.00030156
                    137,                 0.6781,                0.54506,                 1.0724,                0.38029,                0.51348,                0.38634,                0.31561,                    nan,                    nan,                    nan,             0.00029706,             0.00029706,             0.00029706
                    138,                0.67263,                0.53295,                 1.0654,                0.41986,                0.53885,                0.42261,                0.34138,                    nan,                    nan,                    nan,             0.00029256,             0.00029256,             0.00029256
                    139,                0.67762,                 0.5389,                 1.0765,                0.42213,                0.52638,                0.39707,                0.31563,                    nan,                    nan,                    nan,             0.00028806,             0.00028806,             0.00028806
                    140,                0.67184,                0.52867,                 1.0676,                0.38278,                0.51792,                0.45276,                 0.3714,                    nan,                    nan,                    nan,             0.00028356,             0.00028356,             0.00028356
                    141,                0.66472,                0.52314,                 1.0671,                 0.4115,                 0.5657,                0.42662,                0.34801,                    nan,                    nan,                    nan,             0.00027906,             0.00027906,             0.00027906
                    142,                0.66286,                0.51909,                 1.0649,                 0.4281,                0.53281,                0.45004,                0.36816,                    nan,                    nan,                    nan,             0.00027456,             0.00027456,             0.00027456
                    143,                0.66457,                0.53254,                 1.0771,                0.41176,                0.53393,                   0.47,                0.38294,                    nan,                    nan,                    nan,             0.00027006,             0.00027006,             0.00027006
                    144,                0.66929,                 0.5283,                 1.0773,                0.41612,                0.53776,                0.46141,                0.37814,                    nan,                    nan,                    nan,             0.00026556,             0.00026556,             0.00026556
                    145,                0.66438,                0.52324,                 1.0611,                0.40073,                0.52801,                0.44471,                0.36527,                    nan,                    nan,                    nan,             0.00026106,             0.00026106,             0.00026106
                    146,                  0.657,                0.54578,                  1.058,                0.44569,                0.53047,                0.45372,                0.36959,                    nan,                    nan,                    nan,             0.00025657,             0.00025657,             0.00025657
                    147,                 0.6594,                0.51554,                 1.0674,                  0.423,                0.50435,                0.42916,                0.35072,                    nan,                    nan,                    nan,             0.00025207,             0.00025207,             0.00025207
                    148,                0.64785,                0.51264,                 1.0702,                0.37829,                0.55876,                0.44347,                0.36733,                    nan,                    nan,                    nan,             0.00024757,             0.00024757,             0.00024757
                    149,                0.64056,                0.50439,                 1.0563,                0.50602,                 0.5033,                0.51148,                0.42377,                    nan,                    nan,                    nan,             0.00024307,             0.00024307,             0.00024307
                    150,                0.64443,                0.51516,                 1.0555,                0.38386,                0.53511,                0.42125,                0.34761,                    nan,                    nan,                    nan,             0.00023857,             0.00023857,             0.00023857
                    151,                0.64646,                0.51107,                  1.056,                0.42593,                0.52786,                0.48086,                0.40012,                    nan,                    nan,                    nan,             0.00023407,             0.00023407,             0.00023407
                    152,                 0.6499,                0.50542,                 1.0665,                0.40597,                0.54466,                0.40447,                0.32929,                    nan,                    nan,                    nan,             0.00022957,             0.00022957,             0.00022957
                    153,                  0.652,                 0.5311,                   1.05,                0.34996,                0.56887,                0.38198,                0.30834,                    nan,                    nan,                    nan,             0.00022507,             0.00022507,             0.00022507
                    154,                0.64515,                0.50544,                 1.0639,                0.39708,                0.52969,                0.45221,                0.37249,                    nan,                    nan,                    nan,             0.00022057,             0.00022057,             0.00022057
                    155,                0.63928,                0.50184,                 1.0566,                0.42968,                0.51853,                0.45949,                0.38037,                    nan,                    nan,                    nan,             0.00021607,             0.00021607,             0.00021607
                    156,                0.63274,                0.50462,                 1.0567,                0.35276,                0.56165,                0.38132,                0.31198,                    nan,                    nan,                    nan,             0.00021157,             0.00021157,             0.00021157
                    157,                0.64377,                0.50748,                 1.0559,                0.37354,                0.53883,                0.41613,                0.34009,                    nan,                    nan,                    nan,             0.00020707,             0.00020707,             0.00020707
                    158,                0.63084,                0.49076,                 1.0453,                0.41629,                0.52115,                0.46092,                0.37963,                    nan,                    nan,                    nan,             0.00020257,             0.00020257,             0.00020257
                    159,                0.62352,                0.49196,                  1.041,                0.38751,                0.53546,                0.41962,                0.34185,                    nan,                    nan,                    nan,             0.00019807,             0.00019807,             0.00019807
                    160,                0.62932,                0.48887,                 1.0448,                0.39817,                0.49949,                0.47586,                0.39626,                    nan,                    nan,                    nan,             0.00019357,             0.00019357,             0.00019357
                    161,                0.62106,                0.49574,                 1.0516,                0.39566,                0.54789,                0.46207,                0.37934,                    nan,                    nan,                    nan,             0.00018907,             0.00018907,             0.00018907
                    162,                0.63289,                0.49777,                 1.0471,                0.36129,                0.54475,                0.42789,                0.35313,                    nan,                    nan,                    nan,             0.00018457,             0.00018457,             0.00018457
                    163,                0.62587,                0.49569,                  1.043,                0.44453,                0.51932,                0.47004,                 0.3863,                    nan,                    nan,                    nan,             0.00018007,             0.00018007,             0.00018007
                    164,                0.62039,                0.49804,                 1.0381,                0.34332,                 0.5733,                 0.4001,                0.32675,                    nan,                    nan,                    nan,             0.00017557,             0.00017557,             0.00017557
