                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    159,                0.55945,                0.44531,                 1.0863,                0.61901,                0.65012,                0.65244,                0.55596,                    nan,                    nan,                    nan,             0.00043505,             0.00043505,             0.00043505
                    160,                0.57554,                0.45267,                 1.0975,                0.61532,                0.65406,                0.61598,                0.52323,                    nan,                    nan,                    nan,             0.00043205,             0.00043205,             0.00043205
                    161,                0.56903,                0.45338,                 1.0807,                0.60773,                0.64834,                0.64038,                0.54611,                    nan,                    nan,                    nan,             0.00042905,             0.00042905,             0.00042905
                    162,                0.56263,                0.45069,                 1.0857,                0.71775,                 0.6267,                0.69247,                0.59184,                    nan,                    nan,                    nan,             0.00042605,             0.00042605,             0.00042605
                    163,                0.56164,                0.45083,                 1.0822,                0.68936,                 0.6397,                0.64309,                0.54228,                    nan,                    nan,                    nan,             0.00042305,             0.00042305,             0.00042305
                    164,                0.57075,                0.44694,                 1.0888,                0.62819,                0.63705,                0.64527,                0.55023,                    nan,                    nan,                    nan,             0.00042005,             0.00042005,             0.00042005
                    165,                0.55609,                0.43459,                 1.0715,                0.70238,                0.63529,                0.69268,                0.59435,                    nan,                    nan,                    nan,             0.00041705,             0.00041705,             0.00041705
                    166,                0.56872,                 0.4537,                 1.0948,                0.67225,                0.64122,                0.67883,                 0.5808,                    nan,                    nan,                    nan,             0.00041405,             0.00041405,             0.00041405
                    167,                0.54878,                0.43344,                  1.079,                0.64293,                0.64829,                0.65712,                0.56457,                    nan,                    nan,                    nan,             0.00041105,             0.00041105,             0.00041105
                    168,                0.55238,                 0.4319,                 1.0761,                0.59674,                0.63097,                0.63575,                0.54569,                    nan,                    nan,                    nan,             0.00040805,             0.00040805,             0.00040805
                    169,                0.55731,                0.44231,                 1.0862,                0.60749,                0.62192,                0.65164,                0.55914,                    nan,                    nan,                    nan,             0.00040505,             0.00040505,             0.00040505
                    170,                0.55075,                0.44282,                 1.0765,                0.60747,                0.63523,                0.60239,                0.51329,                    nan,                    nan,                    nan,             0.00040205,             0.00040205,             0.00040205
                    171,                0.55054,                0.42772,                 1.0719,                0.68483,                0.61855,                0.69071,                0.59574,                    nan,                    nan,                    nan,             0.00039905,             0.00039905,             0.00039905
                    172,                0.55656,                0.43721,                 1.0828,                 0.6528,                0.63197,                0.69171,                0.59909,                    nan,                    nan,                    nan,             0.00039605,             0.00039605,             0.00039605
                    173,                0.54755,                0.43186,                 1.0779,                0.60247,                0.63057,                0.67282,                0.57777,                    nan,                    nan,                    nan,             0.00039305,             0.00039305,             0.00039305
                    174,                0.55199,                0.44157,                 1.0743,                0.60616,                0.64613,                0.68585,                0.58734,                    nan,                    nan,                    nan,             0.00039005,             0.00039005,             0.00039005
                    175,                0.53651,                 0.4198,                 1.0667,                0.61993,                0.63628,                0.63878,                0.54627,                    nan,                    nan,                    nan,             0.00038705,             0.00038705,             0.00038705
                    176,                 0.5342,                0.41339,                 1.0634,                0.60303,                0.64003,                0.62001,                0.52798,                    nan,                    nan,                    nan,             0.00038405,             0.00038405,             0.00038405
                    177,                0.54751,                0.42664,                  1.075,                0.61197,                0.60357,                0.62758,                0.53766,                    nan,                    nan,                    nan,             0.00038105,             0.00038105,             0.00038105
                    178,                0.54186,                0.42401,                  1.069,                0.63898,                0.60387,                0.66256,                0.57095,                    nan,                    nan,                    nan,             0.00037805,             0.00037805,             0.00037805
                    179,                0.54762,                0.40981,                 1.0686,                0.60868,                0.63009,                0.65767,                0.56441,                    nan,                    nan,                    nan,             0.00037505,             0.00037505,             0.00037505
                    180,                0.53322,                0.42113,                 1.0676,                0.60699,                0.64126,                 0.6555,                0.56324,                    nan,                    nan,                    nan,             0.00037205,             0.00037205,             0.00037205
                    181,                0.54019,                0.41755,                 1.0727,                 0.6409,                 0.6301,                0.65984,                0.56472,                    nan,                    nan,                    nan,             0.00036905,             0.00036905,             0.00036905
                    182,                0.52964,                0.40557,                 1.0636,                0.65727,                0.63205,                0.68322,                0.59097,                    nan,                    nan,                    nan,             0.00036605,             0.00036605,             0.00036605
                    183,                   0.53,                0.41692,                 1.0621,                0.62685,                0.64116,                 0.6672,                0.57553,                    nan,                    nan,                    nan,             0.00036305,             0.00036305,             0.00036305
                    184,                0.53628,                0.42533,                 1.0557,                0.68562,                0.63287,                0.66223,                0.56968,                    nan,                    nan,                    nan,             0.00036005,             0.00036005,             0.00036005
                    185,                0.52815,                0.40621,                 1.0615,                0.66589,                0.63405,                0.67539,                0.58118,                    nan,                    nan,                    nan,             0.00035706,             0.00035706,             0.00035706
                    186,                0.52754,                0.41361,                 1.0687,                0.59035,                0.63472,                0.66196,                0.57278,                    nan,                    nan,                    nan,             0.00035406,             0.00035406,             0.00035406
                    187,                0.53504,                 0.4168,                 1.0653,                0.60434,                0.62232,                0.66188,                0.57134,                    nan,                    nan,                    nan,             0.00035106,             0.00035106,             0.00035106
                    188,                0.52772,                0.40596,                 1.0618,                0.61166,                0.64031,                0.65907,                0.56911,                    nan,                    nan,                    nan,             0.00034806,             0.00034806,             0.00034806
                    189,                 0.5226,                0.40362,                 1.0593,                0.60666,                0.63409,                0.67504,                0.58263,                    nan,                    nan,                    nan,             0.00034506,             0.00034506,             0.00034506
                    190,                 0.5292,                0.40586,                 1.0532,                 0.5981,                0.64727,                0.64941,                0.55792,                    nan,                    nan,                    nan,             0.00034206,             0.00034206,             0.00034206
                    191,                0.53259,                  0.406,                 1.0633,                0.66349,                0.62871,                0.67649,                0.58154,                    nan,                    nan,                    nan,             0.00033906,             0.00033906,             0.00033906
                    192,                0.51784,                0.40703,                 1.0572,                0.64127,                0.63696,                0.68224,                  0.588,                    nan,                    nan,                    nan,             0.00033606,             0.00033606,             0.00033606
                    193,                0.52236,                0.40573,                 1.0574,                0.66629,                0.64827,                0.68375,                0.58355,                    nan,                    nan,                    nan,             0.00033306,             0.00033306,             0.00033306
                    194,                0.52186,                0.41142,                 1.0591,                 0.6973,                0.63953,                0.68189,                0.58814,                    nan,                    nan,                    nan,             0.00033006,             0.00033006,             0.00033006
                    195,                0.51958,                0.41071,                 1.0586,                0.62128,                0.64338,                 0.6713,                0.58005,                    nan,                    nan,                    nan,             0.00032706,             0.00032706,             0.00032706
                    196,                0.50988,                0.40296,                 1.0516,                 0.6336,                0.65065,                0.67516,                 0.5854,                    nan,                    nan,                    nan,             0.00032406,             0.00032406,             0.00032406
                    197,                0.50674,                0.38854,                 1.0481,                0.61143,                0.64764,                0.65275,                0.56634,                    nan,                    nan,                    nan,             0.00032106,             0.00032106,             0.00032106
                    198,                0.51057,                0.38602,                 1.0489,                 0.6214,                0.64334,                 0.6665,                0.57959,                    nan,                    nan,                    nan,             0.00031806,             0.00031806,             0.00031806
                    199,                0.51653,                0.39535,                 1.0508,                 0.6125,                0.65854,                0.68989,                    0.6,                    nan,                    nan,                    nan,             0.00031506,             0.00031506,             0.00031506
                    200,                0.50661,                0.39189,                  1.055,                0.61562,                 0.6439,                0.67788,                0.58924,                    nan,                    nan,                    nan,             0.00031206,             0.00031206,             0.00031206
                    201,                 0.5076,                0.39115,                 1.0463,                0.57091,                 0.6505,                 0.6139,                0.52747,                    nan,                    nan,                    nan,             0.00030906,             0.00030906,             0.00030906
                    202,                0.51191,                0.38902,                 1.0478,                0.57016,                0.65065,                0.64437,                0.55574,                    nan,                    nan,                    nan,             0.00030606,             0.00030606,             0.00030606
                    203,                0.50131,                0.38137,                 1.0478,                0.57877,                0.64369,                0.64301,                0.55145,                    nan,                    nan,                    nan,             0.00030306,             0.00030306,             0.00030306
                    204,                0.51855,                0.39124,                 1.0488,                0.61527,                0.63163,                 0.6718,                0.58187,                    nan,                    nan,                    nan,             0.00030006,             0.00030006,             0.00030006
                    205,                0.49814,                0.38445,                 1.0466,                0.64779,                0.66918,                0.68869,                0.59679,                    nan,                    nan,                    nan,             0.00029706,             0.00029706,             0.00029706
                    206,                0.49788,                0.38483,                 1.0485,                0.65753,                0.66287,                 0.6879,                 0.5943,                    nan,                    nan,                    nan,             0.00029406,             0.00029406,             0.00029406
                    207,                0.50181,                0.39097,                 1.0495,                0.64787,                0.64324,                 0.6873,                0.59576,                    nan,                    nan,                    nan,             0.00029106,             0.00029106,             0.00029106
                    208,                0.50242,                  0.382,                 1.0446,                0.57682,                0.64766,                0.65679,                0.56575,                    nan,                    nan,                    nan,             0.00028806,             0.00028806,             0.00028806
                    209,                0.50208,                0.38714,                 1.0478,                0.62432,                0.64251,                0.66693,                0.57763,                    nan,                    nan,                    nan,             0.00028506,             0.00028506,             0.00028506
                    210,                0.49973,                0.38658,                 1.0477,                0.60703,                0.64489,                0.66658,                 0.5807,                    nan,                    nan,                    nan,             0.00028206,             0.00028206,             0.00028206
                    211,                0.49762,                 0.3859,                 1.0451,                0.62888,                0.63457,                0.67469,                0.58807,                    nan,                    nan,                    nan,             0.00027906,             0.00027906,             0.00027906
                    212,                0.49528,                0.38119,                 1.0376,                0.65131,                0.64175,                0.69277,                0.60384,                    nan,                    nan,                    nan,             0.00027606,             0.00027606,             0.00027606
                    213,                0.48664,                0.38037,                 1.0369,                0.67204,                0.64481,                 0.6923,                0.60375,                    nan,                    nan,                    nan,             0.00027306,             0.00027306,             0.00027306
                    214,                0.49333,                0.37973,                 1.0424,                0.65864,                0.63577,                0.67809,                0.59246,                    nan,                    nan,                    nan,             0.00027006,             0.00027006,             0.00027006
                    215,                0.48735,                0.37384,                 1.0383,                0.63407,                 0.6376,                0.67324,                0.58905,                    nan,                    nan,                    nan,             0.00026706,             0.00026706,             0.00026706
                    216,                0.48249,                0.36193,                 1.0353,                0.69331,                0.64184,                0.70448,                 0.6127,                    nan,                    nan,                    nan,             0.00026406,             0.00026406,             0.00026406
                    217,                0.48831,                0.36611,                 1.0389,                 0.6911,                0.63469,                 0.6929,                0.60303,                    nan,                    nan,                    nan,             0.00026106,             0.00026106,             0.00026106
                    218,                0.48968,                0.37348,                 1.0367,                   0.65,                0.62536,                 0.6922,                0.60124,                    nan,                    nan,                    nan,             0.00025807,             0.00025807,             0.00025807
                    219,                0.48932,                0.36138,                 1.0419,                 0.6047,                0.63256,                0.68379,                0.59433,                    nan,                    nan,                    nan,             0.00025507,             0.00025507,             0.00025507
                    220,                0.48481,                0.36248,                 1.0328,                0.59647,                0.63457,                0.68253,                0.59421,                    nan,                    nan,                    nan,             0.00025207,             0.00025207,             0.00025207
                    221,                 0.4892,                0.36842,                 1.0388,                0.59469,                0.64079,                0.66956,                0.58144,                    nan,                    nan,                    nan,             0.00024907,             0.00024907,             0.00024907
